local e=
{
ByIdx={
{10191001,0,"某日，{PlayerName}正在城下町散步。","某日，{PlayerName}正在城下町散步。","","어느 날, {PlayerName}님은 산책 중이었다.","ある日、{PlayerName}は城下町で散歩している。",0,0,"","","","","","","","","",""},
{10193044,1019,"啊~{PlayerName}大人正在担心我！好开心！\r\n不过现在不是开心的时候，\r\n有一些东西想让您看一下，来吧来吧，我们快出发吧！","啊~{PlayerName}大人正在擔心我！好開心！\r\n不過現在不是開心的時候，\r\n有一些東西想讓您看一下，來吧來吧，我們快出發吧！","","아, {PlayerName}대인님이 절 걱정하셨다니! 기뻐라! \r\n이럴 때가 아니라 \r\n보여드릴게 있어요. 따라오세요!","あら～{PlayerName}様が私を心配しているなんて！嬉しい！\r\nしかし今は喜んでいる場合じゃない！\r\n少し見せたいものがある、さあ、こちらへ！",0,0,"","","","","","","","","",""},
{10193045,0,"在明智光秀的带领下，两人来到了城门处。\r\n能看见昨天的两个豪族被倒掉在城门上，\r\n身上仅穿着一件兜裆布。","在明智光秀的帶領下，兩人來到了城門處。\r\n能看見昨天的兩個豪族被倒吊在城門上，\r\n身上僅穿著一件兜襠布。","","미츠히데를 따라 두 사람은 성문에 도착했고 \r\n어제 봤던 두 호족들이 중요 부위만 가린 채 \r\n거꾸로 매달려 있었다.","明智光秀の案内で城門に到着した。\r\nそして目に映るのは昨日の貴族2人、\r\nなんとふんどし一枚の姿で城門に吊るされている。",0,0,"","","","","","","","","",""},
{10193046,1019,"呵呵呵，{PlayerName}大人你看，这是一幅多模滑稽的景象啊！\r\n昨天还一副了不起的样子，现在却像两个被晾干的鱼干呢......","呵呵呵，{PlayerName}大人你看，這是一幅多模滑稽的景象啊！\r\n昨天還一副了不起的樣子，現在卻像兩個被晾乾的魚乾呢......","","호호호, {PlayerName}대인님, 너무 수치스럽지 않나요! \r\n어제의 그 기세 등등한 사람들은 어디 가고... 말린 생선들 마냥 저렇게...","ふふふ、{PlayerName}様見てください、なんという滑稽な光景～\r\n昨日はあんなに偉そうな顔をしていたのに、\r\n今はただの干物だ……",0,0,"","","","","","","","","",""},
{10193047,2076,"明智大人饶命啊！","明智大人饒命啊！","","제발 살려주십쇼!","明智様！お許しを！",0,0,"","","","","","","","","",""},
{10193048,2077,"我们再也不敢对{PlayerName}大人无礼了！","我們再也不敢對{PlayerName}大人無禮了！","","다, 다시는 {PlayerName}대인님 앞에서 까불지 않겠습니다!","もう二度と{PlayerName}様に無礼な真似をしない！",0,0,"","","","","","","","","",""},
{10193049,1019,"啊啦，他们是不是被吊得昏头了？\r\n为什么净在说着一些让人听不懂的话呢？","啊啦，他們是不是被吊得昏頭了？\r\n為什麼一直在說著一些讓人聽不懂的話呢？","","에에, 너무 오래 묶어 두었나? \r\n뭐라하는지 안 들리네요?","あら、頭がおかしくなったかしら？\r\n何を言っているか意味わかんない……",0,0,"","","","","","","","","",""},
{10193050,1019,"啊啦，时间不早了，\r\n我们快点回去吃早饭吧！{PlayerName}大人！\r\n当然了，都是您爱吃得东西了。","啊啦，時間不早了，\r\n我們快點回去吃早飯吧！{PlayerName}大人！\r\n當然了，都是您愛吃的東西了。","","어머나, 내 정신 좀 봐. \r\n저희는 가서 아침을 먹을까요,  {PlayerName}대인님! \r\n제가 다 준비해뒀어요.","さあ、もうこんな時間よ、\r\n朝食を食べに行こう！{PlayerName}様！\r\nもちろん、全部あなたが好きなものよ♥",0,0,"","","","","","","","","",""},
{10193051,0,"望着明智光秀得笑脸，\r\n{PlayerName}暗暗决定，\r\n以后绝对不要惹她不高兴。","望著明智光秀的笑臉，\r\n{PlayerName}暗暗決定，\r\n以後絕對不要惹她不高興。","","그녀의 미소를 보고 \r\n{PlayerName}님은 속으로 \r\n앞으로 절대 그녀를 화나게 해선 안되겠다 생각했다.","明智光秀の笑顔を見て、\r\n{PlayerName}は密かに決意した。\r\n今後は彼女を怒らせないようにと……",0,0,"","","","","","","","","",""},
{10194001,0,"正在走廊散步的{PlayerName}与明智光秀偶遇，\r\n不过意外的是，\r\n她并没有像往常一样激动地冲过来。","正在走廊散步的{PlayerName}與明智光秀偶遇，\r\n不過意外的是，\r\n她並沒有像往常一樣激動地沖過來。","","복도를 거닐던 {PlayerName}님은 미츠히데와 만났다. \r\n하지만 예상외로 \r\n예전처럼 달려오지 않았다.","廊下を歩いていた{PlayerName}は明智光秀と会ったが、\r\n意外に、\r\nいつものように興奮して駆け寄ることはなかった。",0,0,"","","","","","","","","",""},
{10194002,1019,"啊......！","啊......！","","아...!","ああ……！",0,0,"","","","","","","","","",""},
{10194003,0,"她好像突然想到了什么似的，\r\n把头扭了过去。","她好像突然想到了什麼似的，\r\n把頭扭了過去。","","그녀는 갑자기 뭔가 생각난 듯 \r\n고개를 돌렸다.","彼女は突然、\r\n何かを思い出したのように、\r\n顔を背けてしまった。",0,0,"","","","","","","","","",""},
{10194004,1019,"............","............","","............","…………",0,0,"","","","","","","","","",""},
{10194005,0,"虽然她好像想说些什么，\r\n但是在一番挣扎后，转身跑开了。","雖然她好像想說些什麼，\r\n但是在一番掙扎後，轉身跑開了。","","그리고 뭔가 말을 하려고 했지만 \r\n몸부림치더니 도망가 버렸다.","彼女は何かを言い出そうとしたが、\r\n悩んだ後、走り去っていった。",0,0,"","","","","","","","","",""},
{10194006,0,"午饭时间，明智光秀没有像平常一般，\r\n将午饭送到{PlayerName}的房间。","午飯時間，明智光秀沒有像平常一般，\r\n將午飯送到{PlayerName}的房間。","","점심시간, 미츠히데는 평소와 달라 보였고 \r\n점심을 {PlayerName}님에게 갖다 드리려던 참이었다.","ランチの時間になっても、\r\n明智光秀はいつものように{PlayerName}の部屋にご飯を持ってこなかった。",0,0,"","","","","","","","","",""},
{10194007,1005,"咦？{PlayerName}大人是来用餐的吗？","咦？{PlayerName}大人是來用餐的嗎？","","에? {PlayerName}대인님이 어쩐 일로?","あれ？{PlayerName}様、食事に来たんですか？",0,0,"","","","","","","","","",""},
{10194008,1005,"自从光秀桑主张由她来给您送饭，\r\n感觉已经很长一段时间，\r\n没有在食堂见到您了。","自從光秀桑主張由她來給您送飯，\r\n感覺已經很長一段時間，\r\n沒有在食堂見到您了。","","미츠히데님께서 직접 밥을 가져다드린다 하셔서 \r\n오랫동안 직접 안 오셔서 \r\n조금 놀랐어요.","いつも光秀さんが食事を部屋まで運んでいるから、\r\nなかなか食堂で会えなくなりました。",31019411,0,"她今天有点怪","","","오늘 조금 이상한 거 같아.","今日は彼女の様子がおかしい……","","","","",""},
{10194009,1005,"诶？是这样吗......","誒？是這樣嗎......","","에? 그랬군요...","えっ？そうなんですか……",0,0,"","","","","","","","","",""},
{10194010,1001,"倒不如说她每天都很怪呢......","倒不如說她每天都很怪呢......","","어쩐지 매일 이상해 보였는데...","彼女なら毎日様子がおかしいと思いますが……",0,0,"","","","","","","","","",""},
{10194011,0,"食堂的拉门打开了，\r\n明智光秀从外边走了进来。","食堂的拉門打開了，\r\n明智光秀從外邊走了進來。","","식당 문이 열렸고 \r\n미츠히데가 들어왔다.","食堂のドアが開き、\r\n明智光秀が入ってきた。",0,0,"","","","","","","","","",""},
{10194012,1019,"......","......","","......","……",0,0,"","","","","","","","","",""},
{10194013,1001,"哇啊！光秀小姐......她很生气的看过来了......\r\n是不是被她听到了...\r\n我、我不是故意的......","哇啊！光秀小姐......她很生氣地看過來了......\r\n是不是被她聽到了...\r\n我、我不是故意的......","","아앗! 미츠히데님... 화나신 거 같은데... \r\n혹시 우리 말을 들으신 건가... \r\n그, 그게 아닌데...","はわわ！光秀さん……なんだか怒ってるみたいですね……\r\nさっきの話し、聞こえちゃったかなあ……\r\n私、わざとではありません……",31019421,31019421,"你也来吃饭吗？","","","너도 밥 먹으러 온 거야?","あなたも食事？","刚才是怎么回事？","","","방금 대체 무슨 일이야?","さっきはどうした？"},
{10194014,1019,"嗯？有什么事吗？\r\n如果没有的话，可以请您不要随便跟我搭话吗？","嗯？有什麼事嗎？\r\n如果沒有的話，可以請您不要隨便跟我搭話嗎？","","응? 날 불렀나요? \r\n그게 아니면 내게 말 걸지 말아주실래요?","ん？何か用件があるのかしら？\r\n用がないなら私に話しかけないでくれる？",0,0,"","","","","","","","","",""},
{10194015,1019,"啊......心情都被搞差了，\r\n回去了。","啊......心情都被搞差了，\r\n回去了。","","하... 기분이 좋지 않네요. \r\n그만 가볼게요.","ああ……なんだか不愉快ね、\r\nもう帰るわ。",0,0,"","","","","","","","","",""},
{10194016,0,"随着拉门被重重地关上，\r\n明智光秀离开了食堂，\r\n只留下不知所措的两个人。","隨著拉門被重重地關上，\r\n明智光秀離開了食堂，\r\n只留下不知所措的兩個人。","","문을 쾅 하고 닫아버리고는 \r\n식당을 떠났고 \r\n두 사람은 말이 없었다.","ドアが閉まり、\r\n明智光秀が食堂を出て、\r\n2人だけが途方に暮れた。",0,0,"","","","","","","","","",""},
{10194017,1005,"呃......感觉是和平常完全相反的光秀桑呢......","呃......感覺是和平常完全相反的光秀桑呢......","","아... 뭔가 평소와 다른 거 같은데요...","うう……なんだか光秀さんはいつもと違いますね……",0,0,"","","","","","","","","",""},
{10194018,1001,"感觉......宁宁可以把‘感觉‘这个词去掉......","感覺......寧寧可以把‘感覺‘這個詞去掉......","","링링님, 같은데요가 완전 달라요...","「なんだか」は余計だから、\r\n明らかに変だわ……",0,0,"","","","","","","","","",""},
{10194019,1001,"呜呜，光秀桑是不是病了？\r\n要不要找一些药给她吃呢......","嗚嗚，光秀桑是不是病了？\r\n要不要找一些藥給她吃呢......","","으흠, 혹시 어디 아프신 건가? \r\n약을 좀 갖다 드릴까요...","うう、光秀さん病気かしら？\r\n何かいい薬があるのかな……",0,0,"","","","","","","","","",""},
{10194020,0,"{PlayerName}找到了鹤姬与天照，\r\n并告诉她们明智光秀的异状。","{PlayerName}找到了鶴姬與天照，\r\n並告訴她們明智光秀的異狀。","","{PlayerName}님은 츠루히메와 아마테라스를 찾아 \r\n이상한 미츠히데에 대해 말했다.","{PlayerName}は鶴姫と天照に相談し、\r\n明智光秀の異常を伝えた。",0,0,"","","","","","","","","",""},
{10194021,999,"你说的这些我明白了......\r\n不过我这边也没什么头绪啊......\r\n最近十分太平呢，完全没有感受到什么的奇怪的气息。","你說的這些我明白了......\r\n不過我這邊也沒什麼頭緒啊......\r\n最近十分太平呢，完全沒有感受到什麼的奇怪的氣息。","","무슨 이야기인지 알겠지만... \r\n나도 잘 모르겠네... \r\n최근 들어 이상한 기운은 없었는데.","言っていることは分かるが、\r\n何が起きているのかさっぱりわからない……\r\n最近平和だし、変な気配も感じてない。",0,0,"","","","","","","","","",""},
{10194022,1005,"难道真的是光秀桑生病了吗......","難道真的是光秀桑生病了嗎......","","정말 미츠히데님이 아프신 건가...","まさか光秀さん本当に病気なの？",0,0,"","","","","","","","","",""},
{10194023,0,"明智光秀正好从转角处出现。","明智光秀正好從轉角處出現。","","그때 마침 미츠히데가 나타났다.","その時、明智光秀が曲がり角に現れた。",0,0,"","","","","","","","","",""},
{10194024,999,"那不如就让我们看看吧！走你！","那不如就讓我們看看吧！走你！","","직접 내가 가서 보지! 비켜봐!","さて、試してみようか！それ！",0,0,"","","","","","","","","",""},
{10194025,0,"天照突然在鹤姬身后撞了一下，\r\n失去平衡的鹤姬一下子扑到了{PlayerName}的怀里。","天照突然在鶴姬身後撞了一下，\r\n失去平衡的鶴姬一下子撲到了{PlayerName}的懷裡。","","아마테라스가 갑자기 밀어 \r\n중심을 잃은 츠루히메는 {PlayerName}님 품에 안겼다.","天照は突然鶴姫をぶつかって、\r\nバランスを失った鶴姫は{PlayerName}の懐に倒れた。",0,0,"","","","","","","","","",""},
{10194026,1001,"啊！天天天天照大人！您这是在做什么啊！","啊！天天天天照大人！您這是在做什麼啊！","","앗! 아, 아, 아마테라스 대인님! 뭐 하시는 거예요!","ああ！アアアアア、天照様！何をするんですか！",0,0,"","","","","","","","","",""},
{10194027,1019,"！！！","！！！","","!!!","！！！",0,0,"","","","","","","","","",""},
{10194028,1019,"（还不行......我要......忍耐......）","（還不行......我要......忍耐......）","","(안 돼... 참자... 참아야 해...)","（まだだ……我慢……しなきゃ……）",0,0,"","","","","","","","","",""},
{10194029,0,"等众人看向明智光秀的方向时，\r\n她的身影已经不见了。","等眾人看向明智光秀的方向時，\r\n她的身影已經不見了。","","미츠히데가 있던 곳을 바라보았을 때, \r\n그녀는 이미 사라지고 난 뒤였다.","みんなが明智光秀の方向を見ると、\r\n彼女の姿はなかった。",0,0,"","","","","","","","","",""},
{10194030,999,"真的是真奇怪呢......\r\n要是平时的话，光秀她现在应该已经冲过来了......\r\n嘛，小子你就不要在意了，反正这样一来你也轻松了不是吗？","真的是真奇怪呢......\r\n要是平時的話，光秀她現在應該已經沖過來了......\r\n嘛，小子你就不要在意了，反正這樣一來你也輕鬆了不是嗎？","","정말 이상하군... \r\n평소라면 당장 뛰어왔을 텐데... \r\n흠, 뭐 걱정하지 말거라. 덕분에 네 녀석도 편해졌을 텐데?","本当に不思議ね……\r\nいつもの光秀なら、すぐ駆けつけてきたでしょう……\r\nまあ、気にしないでね、坊や。これで気楽になったし、いいじゃないか？",0,0,"","","","","","","","","",""},
{10194031,0,"夜晚，{PlayerName}来到庭院里散步","夜晚，{PlayerName}來到庭院裡散步","","그날 저녁, {PlayerName}님은 정원에서 산책 중이었다.","夜、{PlayerName}は庭で散歩している",0,0,"","","","","","","","","",""},
{10194032,888,"为什么......","為什麼......","","대체 왜...","何故です……",0,0,"","","","","","","","","",""},
{10194033,888,"为什么跟我的计划不一样啊！！！！","為什麼跟我的計畫不一樣啊！！！！","","왜 나의 예상이랑 다른 거지!!!","何故私の計画と違うのです！！！！",0,0,"","","","","","","","","",""},
{10194034,888,"这样下去......\r\n{PlayerName}大人会离我月越来越远的......","這樣下去......\r\n{PlayerName}大人會離我越來越遠的......","","이렇게 가다간... \r\n{PlayerName}님이랑 더 멀어지잖아...","このままでは……\r\n{PlayerName}様はどんどん遠くなってしまう……",0,0,"","","","","","","","","",""},
{10194035,0,"这时，\r\n{PlayerName}不小心踢到了一根树枝。","這時，\r\n{PlayerName}不小心踢到了一根樹枝。","","그때, \r\n{PlayerName}님이 나뭇가지를 밟았다.","その時、\r\n{PlayerName}はうっかり木の枝を踏んでしまった。",0,0,"","","","","","","","","",""},
{10194036,0,"随着一阵急促脚声，黑暗中有一个人影冲了过来，\r\n{PlayerName}根本来不及躲闪，\r\n被直接按倒在地。","隨著一陣急促腳聲，黑暗中有一個人影沖了過來，\r\n{PlayerName}根本來不及躲閃，\r\n被直接按倒在地。","","그리고 어둠 속에서 갑자기 누군가 뛰쳐나왔고, \r\n{PlayerName}님은 피하지 못하고 \r\n넘어졌다.","緊迫な足音とともに、暗闇の中から人影が突進してくる、\r\n{PlayerName}はかわす余裕もなく、\r\nそのまま地面に押さえつけられた。",31019431,31019431,"不要杀我啊！","","","사, 살려줘!","殺さないで！","我的肉一点也不好吃！","","","날 잡아먹어도 맛없을 거야!","私は全然美味しくないよ！"},
{10194037,0,"借着灯光，\r\n{PlayerName}发现骑在自己身上的人\r\n正是今天一天都行为异常的明智光秀。","借著燈光，\r\n{PlayerName}發現騎在自己身上的人\r\n正是今天一整天都行為異常的明智光秀。","","자세히 보니 \r\n{PlayerName}님은 자신의 몸에 올라탄 \r\n하루종일 이상한 미츠히데가 보였다.","光が照らし、{PlayerName}はやっと気づいた。\r\n自分の上に乗っているのは、\r\n今日一日中様子がおかしい明智光秀だった。",0,0,"","","","","","","","","",""},
{10194038,1019,"啊，{PlayerName}大人的气息、{PlayerName}大人的身体、{PlayerName}大人的温度......！\r\n果然我离不开{PlayerName}大人您呢！","啊，{PlayerName}大人的氣息、{PlayerName}大人的身體、{PlayerName}大人的溫度......！\r\n果然我離不開{PlayerName}大人您呢！","","아, {PlayerName} 대인님의 숨결, {PlayerName} 대인님의 몸, {PlayerName} 대인님의 체온...! \r\n정말 {PlayerName}, 당신에게 벗어날 수 없어!","ああ、{PlayerName}様の呼吸、{PlayerName}様の体、{PlayerName}様の体温……！\r\nやっぱり私は{PlayerName}様と離れられない！",0,0,"","","","","","","","","",""},
{10194039,1019,"是我...彻底的失败了......\r\n我已经......无法继续忍耐下去了......","是我...徹底地失敗了......\r\n我已經......無法繼續忍耐下去了......","","제 계획이... 완전히 실패했어요... \r\n전 이미... 참을 수 없어요...","私の……完全敗北です……\r\nもう……我慢できない……",31019441,0,"所以你今天是什么回事？","","","그래서 오늘 그랬던 거야?","だから今日は一体どうしたんだ？","","","","",""},
{10194040,1019,"真是的......{PlayerName}大人您还真是坏心眼，\r\n人家明明一直都是在等着您过来呢，\r\n可是没想到您完全没有要找我的意思......","真是的......{PlayerName}大人您還真是壞心眼，\r\n人家明明一直都是在等著您過來呢，\r\n可是沒想到您完全沒有要找我的意思......","","정말이지... {PlayerName} 대인님은 못됐어요. \r\n제가 이렇게 계속해서 오시기를 기다렸는데. \r\n절 찾아주시지 않으시다니...","もう……{PlayerName}様の意地悪！\r\nずっと待っているのに、\r\n全然探しに来ないから……",0,0,"","","","","","","","","",""},
{10194041,1019,"而且，居然还和别的女人卿卿我我......\r\n真是太可恨了，\r\n我们一会需要好好谈谈呢......","而且，居然還和別的女人卿卿我我......\r\n真是太可恨了，\r\n我們一會需要好好談談呢......","","게다가 다른 여자한테 그렇게 다정하게 구시다니... \r\n정말 나빴어요. \r\n우리 이야기 좀 해요...","それに、他の女性とイチャイチャするなんて...\r\n信じられない！\r\n後でゆっくり話し会いましょう......",0,0,"","","","","","","","","",""},
{10194042,1019,"不过居然看穿了我故意对您表示冷淡的以退为进的计谋，\r\n{PlayerName}大人果然是值得我服侍一辈子的主公呢......呵呵呵......","不過居然看穿了我故意對您表示冷淡的以退為進的計謀，\r\n{PlayerName}大人果然是值得我服侍一輩子的主公呢......呵呵呵......","","하지만 제가 일부러 냉정하게 대한다는 것을 알아차리시다니 \r\n{PlayerName} 대인님은 정말 제가 평생 모실 주군이에요... 헤헤헤...","しかし、わざと冷たく接する私の策略を見抜いたなんて、\r\nやっぱり{PlayerName}様は私の人生を捧げるにふさわしい君主様だね……\r\nふふふ……",31019451,31019451,"以退为进才不是这样吧！","","","그 방법은 틀렸어!","その策略は間違っている！","你这样只能让人远离啊！","","","그러다 사람들과 더 멀어지지!","そのやり方だと人を遠ざけるだけだ！"},
{10194043,1019,"是吗？看来还是我学艺不精呢......\r\n那就没办法了，\r\n看来就只能请您多多教育我了呢......","是嗎？看來還是我學藝不精呢......\r\n那就沒辦法了，\r\n看來就只能請您多多教育我了呢......","","그런가요? 제가 아직 부족해서... \r\n어쩔 수 없네요. \r\n앞으로 많이 가르쳐주세요...","そうなんですか？まだまだ勉強不足のようね……\r\n仕方がない、\r\nあなたにもっと教えてもらおうかしら……",0,0,"","","","","","","","","",""},
{10194044,1019,"请您尽管教导我吧，\r\n更加具体的......深入的......","請您儘管教導我吧，\r\n更加具體的......深入的......","","많이 알려주세요. \r\n좀 더... 자세하고... 깊게...","もっと具体的に……もっと深く……\r\n教えて……",0,0,"","","","","","","","","",""},
{10194045,1019,"直到死亡将我们分开为止呢......","直到死亡將我們分開為止呢......","","죽음이 우리를 갈라놓기 전까지...","死亡ががふたりを分かつまで……",0,0,"","","","","","","","","",""}
},
Len=198
}
return e 
